# avg(r), var(r), avg(z), var(z), avg(KE), var(KE)
8.35482e-06,1.7644e-08,-9.71077e-05,2.43154e-08,5.45722e-24,2.88191e-25,
1.78973e-07,8.9535e-10,0.000136374,1.31419e-08,4.17063e-27,8.32261e-30,
1.31743e-07,4.56586e-10,0.00019757,2.1717e-09,2.67182e-27,3.59733e-30,
6.62281e-06,3.87127e-09,2.10215e-05,1.04039e-08,3.39536e-24,1.41172e-25,
6.23098e-06,4.01212e-09,6.95397e-05,1.16366e-08,3.00533e-24,1.17605e-25,
4.48221e-06,5.07645e-09,8.28928e-05,1.02019e-08,1.55638e-24,4.40631e-26,
8.59128e-06,1.2407e-08,-7.73285e-05,2.57844e-08,5.76527e-24,3.12591e-25,
7.08399e-07,2.40233e-09,0.000116931,1.25002e-08,4.09731e-26,2.13703e-28,
8.27438e-06,2.19046e-08,-0.000103873,2.35454e-08,5.35922e-24,2.80645e-25,
1.72855e-07,7.2953e-10,0.000175428,8.05559e-09,3.89148e-27,6.97567e-30,
6.83356e-06,4.54382e-09,9.23215e-06,1.0943e-08,3.61599e-24,1.55217e-25,
9.62409e-06,4.03554e-08,-0.000188167,5.12646e-09,7.26331e-24,4.43004e-25,
6.4371e-06,3.14352e-09,5.73595e-05,1.12423e-08,3.20637e-24,1.29539e-25,
8.27253e-06,4.07869e-08,-8.45467e-05,1.99495e-08,5.38286e-24,2.83169e-25,
6.35734e-06,2.89451e-09,4.4949e-05,1.02785e-08,3.12633e-24,1.24738e-25,
8.41446e-06,3.60095e-08,-0.000116863,1.47765e-08,5.56863e-24,2.97916e-25,
9.59466e-06,4.69616e-08,-0.000135238,8.19936e-09,7.24775e-24,4.42062e-25,
7.51677e-06,3.15604e-08,-2.40869e-05,1.11624e-08,4.44969e-24,2.127e-25,
7.43983e-06,1.13278e-08,-3.46344e-05,1.26081e-08,4.3006e-24,2.01732e-25,
9.59687e-06,2.89196e-08,-0.000150979,1.36603e-08,7.2292e-24,4.39495e-25,
7.10786e-06,2.40294e-08,-4.55336e-05,1.47792e-08,3.94154e-24,1.77345e-25,
4.85833e-07,1.3614e-09,0.000156239,7.6405e-09,2.0233e-26,7.38026e-29,
9.00817e-06,1.31559e-08,-0.000123524,2.70799e-08,6.3516e-24,3.61468e-25,
7.87286e-06,4.56439e-09,-5.68965e-05,1.32856e-08,4.81584e-24,2.38558e-25,
9.08798e-06,2.95614e-08,-0.000156085,1.63221e-08,6.48735e-24,3.73677e-25,
8.43892e-06,2.29074e-08,-0.00016807,9.26178e-09,5.59423e-24,2.9918e-25,
9.86059e-06,1.50421e-08,-0.000175199,2.64192e-08,7.62288e-24,4.74983e-25,
9.93948e-06,3.44811e-08,-0.000185963,9.7634e-09,7.74716e-24,4.87665e-25,
7.27502e-06,4.96072e-08,-1.32917e-05,1.04766e-08,4.21399e-24,1.96531e-25,
1.99276e-06,3.90484e-09,9.89927e-05,1.16365e-08,3.09677e-25,3.99363e-27,
9.79445e-06,2.87595e-08,-0.000139512,1.89941e-08,7.53043e-24,4.6737e-25,
1.74746e-06,6.9162e-09,-0.000203123,2.01701e-09,2.46145e-25,2.90561e-27,
6.62163e-06,2.96485e-09,3.28957e-05,1.04783e-08,3.39262e-24,1.40981e-25,
7.96049e-06,5.52209e-08,-6.58914e-05,1.23703e-08,5.02212e-24,2.55805e-25,
7.09738e-06,1.21369e-08,-2.17281e-06,1.07106e-08,3.93035e-24,1.761e-25,
