85,2.11896e-20-nan,
86,2.15974e-20-nan,
87,2.11609e-20-nan,
88,2.05061e-20-nan,
89,1.94706e-20-nan,
90,1.85885e-20-nan,
91,1.81453e-20-nan,
92,1.79075e-20-nan,
93,1.80639e-20-nan,
94,1.92137e-20-nan,
95,2.05028e-20-nan,
96,2.13936e-20-nan,
97,2.16296e-20-nan,
98,2.09889e-20-nan,
99,2.04334e-20-nan,
100,1.99268e-20-nan,
101,1.93957e-20-nan,
102,1.90221e-20-nan,
103,1.89488e-20-nan,
104,1.83428e-20-nan,
105,1.77659e-20-nan,
106,1.75304e-20-nan,
107,1.88196e-20-nan,
108,2.04433e-20-nan,
109,2.13357e-20-nan,
110,2.11725e-20-nan,
111,2.01212e-20-nan,
112,1.97094e-20-nan,
113,1.97366e-20-nan,
114,2.03328e-20-nan,
115,2.04625e-20-nan,
116,1.97451e-20-nan,
117,1.89164e-20-nan,
118,1.79074e-20-nan,
119,1.73662e-20-nan,
120,1.7069e-20-nan,
121,1.74528e-20-nan,
122,1.81899e-20-nan,
123,1.88935e-20-nan,
124,1.95871e-20-nan,
125,2.00354e-20-nan,
126,2.00825e-20-nan,
127,1.9899e-20-nan,
128,1.96714e-20-nan,
129,1.97566e-20-nan,
130,1.98523e-20-nan,
131,1.9416e-20-nan,
132,1.87655e-20-nan,
133,1.80225e-20-nan,
134,1.76175e-20-nan,
135,1.81183e-20-nan,
136,1.93831e-20-nan,
137,2.0256e-20-nan,
138,2.06063e-20-nan,
139,2.07311e-20-nan,
140,2.04212e-20-nan,
141,2.06114e-20-nan,
142,2.08881e-20-nan,
143,2.05039e-20-nan,
144,1.92292e-20-nan,
145,1.85312e-20-nan,
146,1.78688e-20-nan,
147,1.74711e-20-nan,
148,1.7822e-20-nan,
149,1.8519e-20-nan,
150,1.89514e-20-nan,
151,1.91942e-20-nan,
152,1.97632e-20-nan,
153,1.94846e-20-nan,
154,1.93794e-20-nan,
155,2.01353e-20-nan,
156,2.03899e-20-nan,
157,2.03828e-20-nan,
158,1.96615e-20-nan,
159,1.84075e-20-nan,
160,1.72029e-20-nan,
161,1.68948e-20-nan,
162,1.71497e-20-nan,
163,1.79833e-20-nan,
164,1.80386e-20-nan,
165,1.8046e-20-nan,
166,1.81163e-20-nan,
167,1.87763e-20-nan,
168,1.97248e-20-nan,
169,1.97528e-20-nan,
170,1.90016e-20-nan,
171,1.85562e-20-nan,
172,1.79257e-20-nan,
173,1.78688e-20-nan,
174,1.78684e-20-nan,
175,1.71897e-20-nan,
176,1.66476e-20-nan,
177,1.68767e-20-nan,
178,1.74384e-20-nan,
179,1.84292e-20-nan,
180,1.90418e-20-nan,
181,1.84796e-20-nan,
182,1.81796e-20-nan,
183,1.84316e-20-nan,
184,1.88983e-20-nan,
185,1.90574e-20-nan,
186,1.86432e-20-nan,
187,1.77529e-20-nan,
188,1.66795e-20-nan,
189,1.61929e-20-nan,
190,1.64619e-20-nan,
191,1.72578e-20-nan,
192,1.7474e-20-nan,
193,1.77642e-20-nan,
194,1.81375e-20-nan,
195,1.87624e-20-nan,
196,1.95655e-20-nan,
197,1.94492e-20-nan,
198,1.91661e-20-nan,
199,1.87262e-20-nan,
200,1.80594e-20-nan,
201,1.73585e-20-nan,
202,1.69919e-20-nan,
203,1.63764e-20-nan,
204,1.59004e-20-nan,
205,1.63219e-20-nan,
206,1.72955e-20-nan,
207,1.79793e-20-nan,
208,1.83274e-20-nan,
209,1.85129e-20-nan,
210,1.84798e-20-nan,
211,1.81569e-20-nan,
212,1.77817e-20-nan,
213,1.73806e-20-nan,
214,1.71449e-20-nan,
215,1.68691e-20-nan,
216,1.6095e-20-nan,
217,1.58086e-20-nan,
218,1.61756e-20-nan,
219,1.67006e-20-nan,
220,1.70231e-20-nan,
221,1.70478e-20-nan,
222,1.72285e-20-nan,
223,1.77222e-20-nan,
224,1.81755e-20-nan,
225,1.83794e-20-nan,
226,1.79542e-20-nan,
227,1.73104e-20-nan,
228,1.68204e-20-nan,
229,1.67769e-20-nan,
230,1.6896e-20-nan,
231,1.66049e-20-nan,
232,1.63047e-20-nan,
233,1.58983e-20-nan,
234,1.64396e-20-nan,
235,1.74361e-20-nan,
236,1.83032e-20-nan,
237,1.85309e-20-nan,
238,1.80122e-20-nan,
239,1.74343e-20-nan,
240,1.70774e-20-nan,
241,1.72902e-20-nan,
242,1.73382e-20-nan,
243,1.72197e-20-nan,
244,1.65286e-20-nan,
245,1.60883e-20-nan,
246,1.65607e-20-nan,
247,1.73777e-20-nan,
248,1.73764e-20-nan,
249,1.71391e-20-nan,
250,1.70741e-20-nan,
251,1.72875e-20-nan,
252,1.7316e-20-nan,
253,1.74151e-20-nan,
254,1.72707e-20-nan,
255,1.62746e-20-nan,
256,1.56249e-20-nan,
257,1.54668e-20-nan,
258,1.5971e-20-nan,
259,1.64239e-20-nan,
260,1.67219e-20-nan,
261,1.65124e-20-nan,
262,1.70149e-20-nan,
263,1.75133e-20-nan,
264,1.75873e-20-nan,
265,1.7301e-20-nan,
266,1.68398e-20-nan,
267,1.62047e-20-nan,
268,1.64496e-20-nan,
269,1.68419e-20-nan,
270,1.67253e-20-nan,
271,1.59736e-20-nan,
272,1.53529e-20-nan,
273,1.55694e-20-nan,
274,1.62994e-20-nan,
275,1.70732e-20-nan,
276,1.72507e-20-nan,
277,1.70926e-20-nan,
278,1.70486e-20-nan,
279,1.69118e-20-nan,
280,1.68972e-20-nan,
281,1.70884e-20-nan,
282,1.69823e-20-nan,
283,1.68216e-20-nan,
284,1.64831e-20-nan,
285,1.6428e-20-nan,
286,1.64809e-20-nan,
287,1.67156e-20-nan,
288,1.65215e-20-nan,
289,1.662e-20-nan,
290,1.67154e-20-nan,
291,1.70546e-20-nan,
292,1.70911e-20-nan,
293,1.69581e-20-nan,
294,1.64072e-20-nan,
295,1.61979e-20-nan,
296,1.63249e-20-nan,
297,1.65993e-20-nan,
298,1.63116e-20-nan,
299,1.59609e-20-nan,
300,1.62528e-20-nan,
301,1.66355e-20-nan,
302,1.66733e-20-nan,
303,1.63036e-20-nan,
304,1.6353e-20-nan,
305,1.65694e-20-nan,
306,1.68957e-20-nan,
307,1.69207e-20-nan,
308,1.6654e-20-nan,
309,1.60684e-20-nan,
310,1.57209e-20-nan,
311,1.58732e-20-nan,
312,1.60902e-20-nan,
313,1.61322e-20-nan,
314,1.62232e-20-nan,
315,1.61048e-20-nan,
316,1.57916e-20-nan,
317,1.59057e-20-nan,
318,1.61577e-20-nan,
319,1.65354e-20-nan,
320,1.66476e-20-nan,
321,1.62333e-20-nan,
322,1.58382e-20-nan,
323,1.57876e-20-nan,
324,1.62014e-20-nan,
325,1.65968e-20-nan,
326,1.66374e-20-nan,
327,1.63553e-20-nan,
328,1.60658e-20-nan,
329,1.63293e-20-nan,
330,1.67973e-20-nan,
331,1.652e-20-nan,
332,1.59656e-20-nan,
333,1.55906e-20-nan,
334,1.58824e-20-nan,
335,1.64828e-20-nan,
336,1.68198e-20-nan,
337,1.6683e-20-nan,
338,1.61791e-20-nan,
339,1.61753e-20-nan,
340,1.64396e-20-nan,
341,1.64341e-20-nan,
342,1.61967e-20-nan,
343,1.60913e-20-nan,
344,1.60864e-20-nan,
345,1.64565e-20-nan,
346,1.66014e-20-nan,
347,1.61335e-20-nan,
348,1.55019e-20-nan,
349,1.51854e-20-nan,
350,1.53754e-20-nan,
351,1.58773e-20-nan,
352,1.59016e-20-nan,
353,1.60772e-20-nan,
354,1.58107e-20-nan,
355,1.59929e-20-nan,
356,1.65239e-20-nan,
357,1.66381e-20-nan,
358,1.5752e-20-nan,
359,1.5052e-20-nan,
360,1.49089e-20-nan,
361,1.5264e-20-nan,
362,1.57825e-20-nan,
363,1.58986e-20-nan,
364,1.59928e-20-nan,
365,1.59785e-20-nan,
366,1.59145e-20-nan,
367,1.60958e-20-nan,
368,1.6165e-20-nan,
369,1.57542e-20-nan,
370,1.52688e-20-nan,
371,1.47949e-20-nan,
372,1.52561e-20-nan,
373,1.57424e-20-nan,
374,1.55246e-20-nan,
375,1.4931e-20-nan,
376,1.44116e-20-nan,
377,1.46187e-20-nan,
378,1.5294e-20-nan,
379,1.54561e-20-nan,
380,1.54575e-20-nan,
381,1.5195e-20-nan,
382,1.51986e-20-nan,
383,1.55202e-20-nan,
384,1.59517e-20-nan,
385,1.56739e-20-nan,
386,1.51854e-20-nan,
387,1.46346e-20-nan,
388,1.43888e-20-nan,
389,1.45086e-20-nan,
390,1.51451e-20-nan,
391,1.5383e-20-nan,
392,1.53802e-20-nan,
393,1.53192e-20-nan,
394,1.53604e-20-nan,
395,1.55392e-20-nan,
396,1.56043e-20-nan,
397,1.55643e-20-nan,
398,1.56229e-20-nan,
399,1.55267e-20-nan,
400,1.51424e-20-nan,
401,1.48158e-20-nan,
402,1.48466e-20-nan,
403,1.48608e-20-nan,
404,1.53494e-20-nan,
405,1.54709e-20-nan,
406,1.55994e-20-nan,
407,1.60474e-20-nan,
408,1.64148e-20-nan,
409,1.61468e-20-nan,
410,1.54079e-20-nan,
411,1.51458e-20-nan,
412,1.50691e-20-nan,
413,1.48943e-20-nan,
414,1.47845e-20-nan,
415,1.47912e-20-nan,
416,1.47787e-20-nan,
417,1.46203e-20-nan,
418,1.46817e-20-nan,
419,1.464e-20-nan,
420,1.50689e-20-nan,
421,1.53718e-20-nan,
422,1.50734e-20-nan,
423,1.46142e-20-nan,
424,1.46101e-20-nan,
425,1.4814e-20-nan,
426,1.51203e-20-nan,
427,1.50871e-20-nan,
428,1.45356e-20-nan,
429,1.38884e-20-nan,
430,1.38446e-20-nan,
431,1.44452e-20-nan,
432,1.49225e-20-nan,
433,1.48653e-20-nan,
434,1.45272e-20-nan,
435,1.44711e-20-nan,
436,1.4699e-20-nan,
437,1.4668e-20-nan,
438,1.46176e-20-nan,
439,1.41759e-20-nan,
440,1.36496e-20-nan,
441,1.35906e-20-nan,
442,1.3776e-20-nan,
443,1.39506e-20-nan,
444,1.41927e-20-nan,
445,1.42561e-20-nan,
446,1.42687e-20-nan,
447,1.44274e-20-nan,
448,1.44337e-20-nan,
449,1.4485e-20-nan,
450,1.41055e-20-nan,
451,1.394e-20-nan,
452,1.37999e-20-nan,
453,1.38886e-20-nan,
454,1.35993e-20-nan,
455,1.35609e-20-nan,
456,1.35751e-20-nan,
457,1.38251e-20-nan,
458,1.42531e-20-nan,
459,1.43983e-20-nan,
460,1.42684e-20-nan,
461,1.44878e-20-nan,
462,1.4501e-20-nan,
463,1.45055e-20-nan,
464,1.42604e-20-nan,
465,1.3941e-20-nan,
466,1.3846e-20-nan,
467,1.3443e-20-nan,
468,1.27982e-20-nan,
469,1.25042e-20-nan,
470,1.24009e-20-nan,
471,1.26475e-20-nan,
472,1.2994e-20-nan,
473,1.3091e-20-nan,
474,1.32928e-20-nan,
475,1.35551e-20-nan,
476,1.35118e-20-nan,
477,1.33273e-20-nan,
478,1.33898e-20-nan,
479,1.34576e-20-nan,
480,1.32596e-20-nan,
481,1.28591e-20-nan,
482,1.27288e-20-nan,
483,1.25378e-20-nan,
484,1.25747e-20-nan,
485,1.27588e-20-nan,
486,1.28561e-20-nan,
487,1.313e-20-nan,
488,1.33254e-20-nan,
489,1.32993e-20-nan,
490,1.33179e-20-nan,
491,1.32764e-20-nan,
492,1.305e-20-nan,
493,1.30241e-20-nan,
494,1.27089e-20-nan,
495,1.24109e-20-nan,
496,1.26013e-20-nan,
497,1.28799e-20-nan,
498,1.28379e-20-nan,
499,1.30678e-20-nan,
500,1.3062e-20-nan,
501,1.30879e-20-nan,
502,1.33252e-20-nan,
503,1.34353e-20-nan,
504,1.3186e-20-nan,
505,1.28749e-20-nan,
506,1.28708e-20-nan,
507,1.30538e-20-nan,
508,1.31724e-20-nan,
509,1.27964e-20-nan,
510,1.25308e-20-nan,
511,1.23967e-20-nan,
512,1.28176e-20-nan,
513,1.33574e-20-nan,
514,1.36761e-20-nan,
515,1.34753e-20-nan,
516,1.35843e-20-nan,
517,1.37171e-20-nan,
518,1.37476e-20-nan,
519,1.34725e-20-nan,
520,1.32869e-20-nan,
521,1.3045e-20-nan,
522,1.29712e-20-nan,
523,1.24219e-20-nan,
524,1.22296e-20-nan,
525,1.20426e-20-nan,
526,1.22465e-20-nan,
527,1.27979e-20-nan,
528,1.31078e-20-nan,
529,1.30358e-20-nan,
530,1.3089e-20-nan,
531,1.31269e-20-nan,
532,1.34324e-20-nan,
533,1.34517e-20-nan,
534,1.3069e-20-nan,
535,1.28249e-20-nan,
536,1.26162e-20-nan,
537,1.28063e-20-nan,
538,1.29441e-20-nan,
539,1.30518e-20-nan,
540,1.26883e-20-nan,
541,1.22663e-20-nan,
542,1.22402e-20-nan,
543,1.22686e-20-nan,
544,1.24915e-20-nan,
545,1.25914e-20-nan,
546,1.23937e-20-nan,
547,1.22485e-20-nan,
548,1.20971e-20-nan,
549,1.225e-20-nan,
550,1.23453e-20-nan,
551,1.21962e-20-nan,
552,1.20776e-20-nan,
553,1.2147e-20-nan,
554,1.23232e-20-nan,
555,1.24443e-20-nan,
556,1.26629e-20-nan,
557,1.24608e-20-nan,
558,1.20761e-20-nan,
559,1.16097e-20-nan,
560,1.14367e-20-nan,
561,1.12847e-20-nan,
562,1.12752e-20-nan,
563,1.13988e-20-nan,
564,1.15392e-20-nan,
565,1.17358e-20-nan,
566,1.17112e-20-nan,
567,1.17584e-20-nan,
568,1.17491e-20-nan,
569,1.19375e-20-nan,
570,1.20815e-20-nan,
571,1.21576e-20-nan,
572,1.23137e-20-nan,
573,1.22853e-20-nan,
574,1.22297e-20-nan,
575,1.20351e-20-nan,
576,1.17466e-20-nan,
577,1.17197e-20-nan,
578,1.17493e-20-nan,
579,1.15083e-20-nan,
580,1.12933e-20-nan,
581,1.13247e-20-nan,
582,1.17357e-20-nan,
583,1.17772e-20-nan,
584,1.15776e-20-nan,
585,1.13382e-20-nan,
586,1.12963e-20-nan,
587,1.12818e-20-nan,
588,1.13747e-20-nan,
589,1.14345e-20-nan,
590,1.17417e-20-nan,
591,1.18105e-20-nan,
592,1.1538e-20-nan,
593,1.14254e-20-nan,
594,1.12902e-20-nan,
595,1.12645e-20-nan,
596,1.10909e-20-nan,
597,1.09617e-20-nan,
598,1.11258e-20-nan,
599,1.15127e-20-nan,
600,1.1776e-20-nan,
601,1.18433e-20-nan,
602,1.17684e-20-nan,
603,1.16869e-20-nan,
604,1.15705e-20-nan,
605,1.15362e-20-nan,
606,1.11094e-20-nan,
607,1.08504e-20-nan,
608,1.09989e-20-nan,
609,1.14326e-20-nan,
610,1.16758e-20-nan,
611,1.15527e-20-nan,
612,1.1275e-20-nan,
613,1.12789e-20-nan,
614,1.1478e-20-nan,
615,1.14757e-20-nan,
616,1.11591e-20-nan,
617,1.10965e-20-nan,
618,1.11364e-20-nan,
619,1.12373e-20-nan,
620,1.13233e-20-nan,
621,1.11227e-20-nan,
622,1.0964e-20-nan,
623,1.08431e-20-nan,
624,1.08885e-20-nan,
625,1.12485e-20-nan,
626,1.18498e-20-nan,
627,1.19106e-20-nan,
628,1.17755e-20-nan,
629,1.15531e-20-nan,
630,1.14336e-20-nan,
631,1.14759e-20-nan,
632,1.14341e-20-nan,
633,1.10962e-20-nan,
634,1.07993e-20-nan,
635,1.07432e-20-nan,
636,1.0939e-20-nan,
637,1.1253e-20-nan,
638,1.13289e-20-nan,
639,1.11955e-20-nan,
640,1.09505e-20-nan,
641,1.09501e-20-nan,
642,1.11833e-20-nan,
643,1.13305e-20-nan,
644,1.12585e-20-nan,
645,1.0895e-20-nan,
646,1.06224e-20-nan,
647,1.06384e-20-nan,
648,1.08456e-20-nan,
649,1.09177e-20-nan,
650,1.04949e-20-nan,
651,1.05299e-20-nan,
652,1.05477e-20-nan,
653,1.09481e-20-nan,
654,1.09842e-20-nan,
655,1.09538e-20-nan,
656,1.07212e-20-nan,
657,1.04505e-20-nan,
658,1.07279e-20-nan,
659,1.09927e-20-nan,
660,1.12742e-20-nan,
661,1.11855e-20-nan,
662,1.08549e-20-nan,
663,1.05709e-20-nan,
664,1.07137e-20-nan,
665,1.08924e-20-nan,
666,1.08811e-20-nan,
667,1.06381e-20-nan,
668,1.06095e-20-nan,
669,1.10536e-20-nan,
670,1.14031e-20-nan,
671,1.14866e-20-nan,
672,1.14704e-20-nan,
673,1.11342e-20-nan,
674,1.07442e-20-nan,
675,1.04578e-20-nan,
676,1.04452e-20-nan,
677,1.02685e-20-nan,
678,1.0309e-20-nan,
679,1.04663e-20-nan,
680,1.06436e-20-nan,
681,1.07889e-20-nan,
682,1.06952e-20-nan,
683,1.04692e-20-nan,
684,1.03294e-20-nan,
685,1.0452e-20-nan,
686,1.05032e-20-nan,
687,1.04018e-20-nan,
688,1.01929e-20-nan,
689,1.01049e-20-nan,
690,1.02642e-20-nan,
691,1.02846e-20-nan,
692,1.01716e-20-nan,
693,1.00776e-20-nan,
694,1.01226e-20-nan,
695,1.01759e-20-nan,
696,1.03712e-20-nan,
697,1.04258e-20-nan,
698,1.04183e-20-nan,
699,1.0415e-20-nan,
700,1.03737e-20-nan,
701,1.02575e-20-nan,
702,1.00674e-20-nan,
703,1.0044e-20-nan,
704,1.03677e-20-nan,
705,1.04363e-20-nan,
706,1.04087e-20-nan,
707,1.0276e-20-nan,
708,1.01938e-20-nan,
709,1.01666e-20-nan,
710,1.0319e-20-nan,
711,1.01269e-20-nan,
712,9.8088e-21-nan,
713,9.7489e-21-nan,
714,9.80628e-21-nan,
715,9.69034e-21-nan,
716,9.65623e-21-nan,
717,9.81996e-21-nan,
718,9.89642e-21-nan,
719,1.00331e-20-nan,
720,9.96163e-21-nan,
721,9.8982e-21-nan,
722,9.98446e-21-nan,
723,1.01224e-20-nan,
724,1.00621e-20-nan,
725,9.98292e-21-nan,
726,9.92538e-21-nan,
727,9.93147e-21-nan,
728,9.92325e-21-nan,
729,9.90794e-21-nan,
730,9.91123e-21-nan,
731,9.72884e-21-nan,
732,9.51962e-21-nan,
733,9.82738e-21-nan,
734,9.79754e-21-nan,
735,9.95272e-21-nan,
736,9.94908e-21-nan,
737,9.89507e-21-nan,
738,9.77783e-21-nan,
739,1.00326e-20-nan,
740,1.02463e-20-nan,
741,1.01655e-20-nan,
742,1.00842e-20-nan,
743,9.83746e-21-nan,
744,9.76685e-21-nan,
745,9.86297e-21-nan,
746,9.88659e-21-nan,
747,9.84734e-21-nan,
748,9.62985e-21-nan,
749,9.22614e-21-nan,
750,9.32451e-21-nan,
751,9.69537e-21-nan,
752,9.91099e-21-nan,
753,9.83917e-21-nan,
754,9.66994e-21-nan,
755,9.64857e-21-nan,
756,9.81012e-21-nan,
757,9.96819e-21-nan,
758,1.01883e-20-nan,
759,1.03563e-20-nan,
760,1.0433e-20-nan,
761,1.02857e-20-nan,
762,1.00194e-20-nan,
763,9.81624e-21-nan,
764,9.83811e-21-nan,
765,9.68663e-21-nan,
766,9.57104e-21-nan,
767,9.6784e-21-nan,
768,9.80373e-21-nan,
769,9.87832e-21-nan,
770,1.00461e-20-nan,
771,1.00983e-20-nan,
772,1.01166e-20-nan,
773,9.83719e-21-nan,
774,9.81202e-21-nan,
775,9.79778e-21-nan,
776,9.90483e-21-nan,
777,9.81473e-21-nan,
778,9.69265e-21-nan,
779,9.66621e-21-nan,
780,9.5833e-21-nan,
781,9.69987e-21-nan,
782,9.61448e-21-nan,
783,9.43291e-21-nan,
784,9.31142e-21-nan,
785,9.42352e-21-nan,
786,9.61411e-21-nan,
787,9.67359e-21-nan,
788,9.53979e-21-nan,
789,9.1835e-21-nan,
790,8.96422e-21-nan,
791,9.05053e-21-nan,
792,9.37024e-21-nan,
793,9.32975e-21-nan,
794,9.40313e-21-nan,
795,9.64566e-21-nan,
796,9.69247e-21-nan,
797,9.63766e-21-nan,
798,9.58892e-21-nan,
799,9.68876e-21-nan,
800,9.79485e-21-nan,
801,9.63121e-21-nan,
802,9.59641e-21-nan,
803,9.50099e-21-nan,
804,9.33342e-21-nan,
805,9.29088e-21-nan,
806,9.25364e-21-nan,
807,9.13805e-21-nan,
808,9.17508e-21-nan,
809,9.28026e-21-nan,
810,9.36554e-21-nan,
811,9.45666e-21-nan,
812,9.44646e-21-nan,
813,9.3767e-21-nan,
814,9.25993e-21-nan,
815,9.20024e-21-nan,
816,9.14961e-21-nan,
817,8.93872e-21-nan,
818,8.94166e-21-nan,
819,8.96697e-21-nan,
820,8.92328e-21-nan,
821,9.00698e-21-nan,
822,9.13738e-21-nan,
823,9.33863e-21-nan,
824,9.40969e-21-nan,
825,9.28349e-21-nan,
826,8.95725e-21-nan,
827,9.04908e-21-nan,
828,9.3559e-21-nan,
829,9.42585e-21-nan,
830,9.50126e-21-nan,
831,9.17642e-21-nan,
832,9.01068e-21-nan,
833,9.13153e-21-nan,
834,9.32843e-21-nan,
835,9.34021e-21-nan,
836,9.14038e-21-nan,
837,8.81987e-21-nan,
838,8.81981e-21-nan,
839,8.92411e-21-nan,
840,9.09948e-21-nan,
841,9.14339e-21-nan,
842,9.04138e-21-nan,
843,9.03089e-21-nan,
844,9.08011e-21-nan,
845,8.97665e-21-nan,
846,9.10026e-21-nan,
847,9.14457e-21-nan,
848,9.08564e-21-nan,
849,9.04421e-21-nan,
850,8.84662e-21-nan,
851,8.84766e-21-nan,
852,8.66769e-21-nan,
853,8.59891e-21-nan,
854,8.77245e-21-nan,
855,8.88402e-21-nan,
856,8.84852e-21-nan,
857,8.99707e-21-nan,
858,9.11816e-21-nan,
859,8.99707e-21-nan,
860,8.91429e-21-nan,
861,9.04382e-21-nan,
862,9.09923e-21-nan,
863,9.03221e-21-nan,
864,9.14479e-21-nan,
865,9.09423e-21-nan,
866,9.16884e-21-nan,
867,9.32926e-21-nan,
868,9.2117e-21-nan,
869,9.02573e-21-nan,
870,9.00675e-21-nan,
871,8.9313e-21-nan,
872,8.7989e-21-nan,
873,8.79449e-21-nan,
874,8.70879e-21-nan,
875,8.86019e-21-nan,
876,8.83086e-21-nan,
877,8.69847e-21-nan,
878,8.44267e-21-nan,
879,8.46903e-21-nan,
880,8.5638e-21-nan,
881,8.69303e-21-nan,
882,8.63996e-21-nan,
883,8.55878e-21-nan,
884,8.58429e-21-nan,
885,8.66958e-21-nan,
886,8.69593e-21-nan,
887,8.60636e-21-nan,
888,8.53118e-21-nan,
889,8.50309e-21-nan,
890,8.39595e-21-nan,
891,8.34721e-21-nan,
892,8.32124e-21-nan,
893,8.30168e-21-nan,
894,8.40999e-21-nan,
895,8.62108e-21-nan,
896,8.72991e-21-nan,
897,8.56987e-21-nan,
898,8.54342e-21-nan,
899,8.7651e-21-nan,
900,8.84591e-21-nan,
901,8.85402e-21-nan,
902,8.94332e-21-nan,
903,8.85786e-21-nan,
904,8.73048e-21-nan,
905,8.71828e-21-nan,
906,8.52805e-21-nan,
907,8.25389e-21-nan,
908,8.02201e-21-nan,
909,7.89447e-21-nan,
910,7.9404e-21-nan,
911,8.09725e-21-nan,
912,8.13049e-21-nan,
913,8.25012e-21-nan,
914,8.30639e-21-nan,
915,8.30948e-21-nan,
916,8.3684e-21-nan,
917,8.30559e-21-nan,
918,8.18913e-21-nan,
919,8.23817e-21-nan,
920,8.37838e-21-nan,
921,8.51641e-21-nan,
922,8.47786e-21-nan,
923,8.50932e-21-nan,
924,8.42244e-21-nan,
925,8.3604e-21-nan,
926,8.363e-21-nan,
927,8.47181e-21-nan,
928,8.72315e-21-nan,
929,8.62884e-21-nan,
930,8.41441e-21-nan,
931,8.32204e-21-nan,
932,8.27123e-21-nan,
933,8.32366e-21-nan,
934,8.52942e-21-nan,
935,8.38268e-21-nan,
936,8.11064e-21-nan,
937,8.09701e-21-nan,
938,8.29588e-21-nan,
939,8.51081e-21-nan,
940,8.50298e-21-nan,
941,8.26268e-21-nan,
942,7.82988e-21-nan,
943,7.87603e-21-nan,
944,7.99648e-21-nan,
945,7.9015e-21-nan,
946,7.64487e-21-nan,
947,7.69033e-21-nan,
948,7.59523e-21-nan,
949,7.71798e-21-nan,
950,7.91359e-21-nan,
951,8.15521e-21-nan,
952,8.16019e-21-nan,
953,8.3346e-21-nan,
954,8.18409e-21-nan,
955,8.01628e-21-nan,
956,7.85661e-21-nan,
957,7.95487e-21-nan,
958,8.06673e-21-nan,
959,8.08507e-21-nan,
960,8.05064e-21-nan,
961,7.95164e-21-nan,
962,7.86336e-21-nan,
963,8.08062e-21-nan,
964,8.13009e-21-nan,
965,7.95683e-21-nan,
966,7.92242e-21-nan,
967,7.86584e-21-nan,
968,8.08588e-21-nan,
969,8.09296e-21-nan,
970,8.17978e-21-nan,
971,8.15055e-21-nan,
972,8.10066e-21-nan,
973,8.01707e-21-nan,
974,8.13875e-21-nan,
975,8.06426e-21-nan,
976,7.87303e-21-nan,
977,7.84608e-21-nan,
978,7.70346e-21-nan,
979,7.75305e-21-nan,
980,7.72852e-21-nan,
981,7.79454e-21-nan,
982,7.79408e-21-nan,
983,7.78852e-21-nan,
984,7.84571e-21-nan,
985,7.7829e-21-nan,
986,7.65861e-21-nan,
987,7.54138e-21-nan,
988,7.74065e-21-nan,
989,7.85069e-21-nan,
990,7.70338e-21-nan,
991,7.51794e-21-nan,
992,7.43339e-21-nan,
993,7.49668e-21-nan,
994,7.56917e-21-nan,
995,7.64026e-21-nan,
996,7.65417e-21-nan,
997,7.52349e-21-nan,
998,7.60813e-21-nan,
999,7.75956e-21-nan,
